"season_type","week","posteam","defteam","qtr","down","ydstogo","ydsnet","shotgun","pass_location","pass_length","air_yards","complete_pass","incomplete_pass","interception","passer","passer_player_id","passer_player_name"
"REG",6,"BAL","LAC",3,NA,0,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"BAL","LAC",4,1,9,65,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,NA,0,65,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,NA,0,38,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,1,10,38,1,"left","short",2,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,2,5,38,1,"right","short",5,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,1,10,38,0,"left","deep",21,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,1,10,38,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,2,7,38,1,"middle","short",5,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,3,7,38,1,"right","short",11,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,1,10,38,0,"middle","short",-3,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,2,11,38,1,NA,NA,NA,0,0,0,"J.Herbert",NA,NA
"REG",6,"LAC","BAL",4,2,21,38,1,"right","short",5,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,3,16,38,1,NA,NA,NA,0,0,0,"J.Herbert",NA,NA
"REG",6,"LAC","BAL",4,3,26,38,1,"right","deep",36,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,4,26,38,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,1,10,18,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,2,11,18,1,"left","short",6,1,0,0,"L.Jackson","00-0034796","L.Jackson"
"REG",6,"BAL","LAC",4,3,5,18,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,1,10,18,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,2,7,18,1,"right","short",-1,1,0,0,"L.Jackson","00-0034796","L.Jackson"
"REG",6,"BAL","LAC",4,3,6,18,1,"middle","short",8,0,0,1,"L.Jackson","00-0034796","L.Jackson"
"REG",6,"LAC","BAL",4,1,10,18,1,"left","short",-4,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,2,6,18,1,"left","short",10,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,3,6,18,1,"right","short",0,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,NA,NA,4,NA,0,18,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,4,1,18,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,1,10,18,0,"right","short",2,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,1,10,18,0,"middle","short",5,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,2,4,18,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LAC","BAL",4,3,6,18,1,NA,NA,NA,0,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"LAC","BAL",4,4,13,18,1,"right","short",13,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",6,"BAL","LAC",4,1,10,12,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,4,NA,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"BAL","LAC",4,2,8,12,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,1,10,12,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"BAL","LAC",4,2,11,12,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,4,NA,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"LV","DEN",1,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,1,10,75,0,"right","short",4,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,2,1,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,2,6,75,0,NA,NA,NA,0,0,0,"D.Carr",NA,NA
"REG",6,"LV","DEN",1,1,10,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,2,4,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,3,2,75,1,"middle","deep",33,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,NA,0,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,1,10,84,0,"right","short",7,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,2,3,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,1,10,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,2,9,84,0,NA,NA,NA,0,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,3,12,84,1,"right","short",14,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,1,10,84,0,NA,NA,NA,0,0,0,"T.Bridgewater",NA,NA
"REG",6,"DEN","LV",1,1,10,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,2,1,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,1,10,84,0,"right","short",10,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,NA,0,84,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,NA,0,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,1,10,43,0,"right","short",1,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,2,8,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,3,2,43,1,"left","short",1,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,1,10,43,0,"middle","short",10,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,1,10,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,2,6,43,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,1,NA,0,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,3,3,43,1,"right","short",12,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,4,3,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,NA,0,19,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,1,10,19,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,1,10,19,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",1,2,7,19,0,"right","deep",29,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,3,7,19,1,"left","short",3,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",1,4,2,19,1,"middle","short",12,0,0,1,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"LV","DEN",1,1,10,24,1,"left","short",11,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",1,1,10,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",1,NA,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"LV","DEN",2,1,5,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,10,24,1,NA,NA,NA,0,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,2,10,24,1,"left","short",6,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,3,10,24,1,NA,NA,NA,0,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,4,11,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,1,10,5,0,"left","short",-2,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,2,9,5,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,3,5,5,1,"left","deep",39,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,4,5,5,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,10,19,0,"middle","short",15,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,1,10,19,1,"middle","short",6,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,2,10,19,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,3,7,19,1,"right","deep",21,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,4,7,19,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,1,10,27,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,2,10,27,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,2,5,27,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,3,2,27,0,"left","short",3,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,1,10,27,1,"middle","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,2,4,27,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,3,4,27,1,NA,NA,NA,0,0,0,"T.Bridgewater",NA,NA
"REG",6,"DEN","LV",2,1,10,27,0,"right","short",8,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,2,10,27,1,NA,NA,NA,0,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,3,16,27,1,"left","short",0,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,4,5,27,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,10,4,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,20,4,0,"left","short",6,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,2,14,4,0,"right","short",8,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,3,14,4,1,"middle","short",6,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,4,6,4,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,1,10,16,1,"middle","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,2,3,16,1,"left","short",-5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,NA,NA,2,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"DEN","LV",2,1,10,16,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,1,13,16,1,"middle","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,2,6,16,1,"right","short",10,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",2,3,6,16,1,NA,NA,NA,0,0,0,"T.Bridgewater",NA,NA
"REG",6,"DEN","LV",2,3,16,16,1,"right","short",4,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,NA,NA,2,NA,0,16,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,4,6,16,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,10,82,1,"left","short",3,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,2,2,82,1,"right","short",10,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,1,10,82,1,"right","deep",27,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,2,10,82,1,"right","deep",29,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,NA,NA,2,NA,0,82,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",2,1,10,82,1,"left","deep",21,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",2,NA,0,82,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,NA,0,-8,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",2,1,10,-8,1,NA,NA,NA,0,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,NA,NA,2,NA,0,-8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"DEN","LV",3,NA,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,18,1,1,NA,NA,NA,0,0,0,"T.Bridgewater",NA,NA
"REG",6,"DEN","LV",3,1,13,1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,2,9,1,1,"right","short",6,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,3,9,1,1,"middle","deep",40,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,4,9,1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,1,10,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,2,4,56,1,"right","short",-3,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",3,1,10,56,1,"left","short",1,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",3,2,7,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,NA,0,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,NA,0,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,2,10,64,1,"middle","short",13,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,1,10,64,1,"middle","short",-4,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,2,7,64,1,"left","short",11,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,1,10,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,64,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,2,6,64,0,NA,NA,NA,0,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,3,7,64,1,"right","short",14,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,4,7,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,NA,0,8,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,1,10,8,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,2,4,8,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,3,2,8,1,"right","short",14,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",3,4,2,8,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,27,1,"middle","deep",45,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,2,10,27,1,"left","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,1,10,27,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,2,8,27,1,"right","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,3,2,27,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,27,1,NA,NA,NA,0,0,0,"T.Bridgewater",NA,NA
"REG",6,"LV","DEN",3,1,10,42,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,2,12,42,1,"right","short",13,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",3,3,12,42,1,"middle","deep",40,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",3,1,4,42,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,2,3,42,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",3,NA,0,42,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",3,1,10,75,1,"left","short",8,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",3,NA,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"DEN","LV",4,1,10,75,1,"middle","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,5,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,3,4,75,1,"left","short",6,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,75,1,"left","deep",19,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,2,9,75,1,"right","short",-2,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,20,75,1,"middle","short",0,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,3,20,75,1,"right","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,4,8,75,1,"left","short",12,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,75,1,"left","short",12,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,10,75,1,"right","short",6,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,NA,0,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,1,10,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,2,9,64,1,"right","short",5,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",4,3,1,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,3,5,64,1,"left","deep",20,1,0,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",4,1,10,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,2,5,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,3,2,64,0,"right","short",0,0,1,0,"D.Carr","00-0031280","D.Carr"
"REG",6,"LV","DEN",4,4,2,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,NA,0,12,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,1,10,12,1,"right","short",12,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,12,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,2,10,12,1,"right","short",9,0,1,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,3,10,12,1,"right","deep",43,0,0,1,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"LV","DEN",4,1,10,-6,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,2,9,-6,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,2,19,-6,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,3,16,-6,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,4,16,-6,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,1,10,86,1,"right","deep",23,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,86,1,"middle","short",5,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,4,86,1,"left","short",9,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,86,1,"left","short",11,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,10,86,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,4,NA,0,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"DEN","LV",4,2,4,86,1,"right","short",6,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,1,8,86,1,"right","short",4,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,4,86,1,"right","short",4,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,NA,0,86,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"LV","DEN",4,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,1,10,0,1,"left","short",-1,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,2,9,0,1,NA,NA,NA,0,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,NA,NA,4,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"DEN","LV",4,3,16,0,1,"right","short",2,1,0,0,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"DEN","LV",4,4,10,0,1,"right","short",11,0,0,1,"T.Bridgewater","00-0031237","T.Bridgewater"
"REG",6,"LV","DEN",4,1,10,-1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,4,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",6,"MIA","JAX",1,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,1,10,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,2,11,75,1,"middle","short",5,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,3,4,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,3,9,75,1,"left","short",9,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,1,15,75,1,"middle","short",12,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,1,10,75,0,"right","short",6,0,1,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,2,10,75,1,"left","short",3,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,3,6,75,1,"left","short",13,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,1,10,75,1,"left","short",1,0,1,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,2,10,75,1,"right","short",5,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,3,4,75,1,"left","short",0,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,2,7,75,0,NA,NA,NA,0,0,0,"T.Tagovailoa",NA,NA
"REG",6,"MIA","JAX",1,1,6,75,0,"left","short",5,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"JAX","MIA",1,NA,0,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"JAX","MIA",1,1,10,56,1,"right","short",-2,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",6,"JAX","MIA",1,1,10,56,1,"right","short",-7,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",6,"JAX","MIA",1,2,9,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"JAX","MIA",1,3,2,56,1,"right","short",7,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",6,"JAX","MIA",1,1,10,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"JAX","MIA",1,2,10,56,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,NA,NA,1,NA,0,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"JAX","MIA",1,3,5,56,1,"middle","short",7,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",6,"JAX","MIA",1,4,5,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,NA,0,66,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,1,10,66,1,"right","deep",17,1,0,0,"T.Tagovailoa","00-0036212","T.Tagovailoa"
"REG",6,"MIA","JAX",1,1,10,66,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,2,6,66,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",6,"MIA","JAX",1,3,1,66,0,"left","deep",23,1,0,0,"J.Brissett","00-0033119","J.Brissett"
